endTime,artistName,trackName,msPlayed
2025-04-24 22:23,Papa Roach,Scars,55041
2025-04-24 22:28,Serú Girán,Canción De Alicia En El País - Remastered 2012,264333
2025-04-24 22:31,Andrés Calamaro,Los chicos,191906
2025-04-24 22:34,Los Piojos,Yira Yira,181266
2025-04-24 22:38,Kapanga,El Mono Relojero,232066
2025-04-24 22:40,Los Abuelos De La Nada,Sin Gamulán,154954
2025-04-24 22:40,Andrés Calamaro,Estadio Azteca,1772
2025-04-24 22:42,Los Cafres,Sin Gamulán,121810
2025-04-24 22:46,Andrés Calamaro,Estadio Azteca,217973
2025-04-24 22:49,Bersuit Vergarabat,Cuatro Vientos,186986
2025-04-24 23:30,Memphis La Blusera,La bifurcada - En Vivo,22476
2025-04-25 00:52,PREVIA Y CACHENGUE 2K24,Miau Miau Miau Tiktok Edit,18820
2025-04-25 09:07,PREVIA Y CACHENGUE 2K24,Miau Miau Miau Tiktok Edit,35793
2025-04-25 09:10,Zenon Pereyra,Baila bach,200575
2025-04-25 09:14,Jorge Drexler,La edad del cielo,219493
2025-04-25 09:14,Diego Torres,Color Esperanza,6049
2025-04-25 09:17,Koino Yokan,Nada Más Que Vos - (Versión Acústica),179142
2025-04-25 09:21,Jeites,Hola Hola,271693
2025-04-25 09:21,Koino Yokan,Todo el Día Así,3855
2025-04-25 09:21,Maná,En El Muelle de San Blas - Unplugged,4570
2025-04-25 09:26,Jorge Drexler,Salvapantallas,272133
2025-04-25 09:29,Nito Mestre,Beso En La Nariz,204880
2025-04-25 09:32,Bauti Mascia,PA TI DE MI,137735
2025-04-25 09:34,Jeites,Voce,159093
2025-04-25 09:38,Benjamín Amadeo,Volaré,206013
2025-04-25 09:41,Salvapantallas,Si Me Voy,186000
2025-04-25 09:44,Maná,Rayando el Sol - Unplugged,2453
2025-04-25 09:44,Jorge Drexler,Me haces bien,184546
2025-04-25 09:48,Zoe Gotusso,María,229943
2025-04-25 09:51,Koino Yokan,Lo Que Hoy Quieras,175218
2025-04-25 09:56,No Te Va Gustar,Tan Lejos,298000
2025-04-25 09:59,Cruzando El Charco,Lo Nuestro Tiene Magia,193909
2025-04-25 10:02,Axel,Celebra La Vida,202506
2025-04-25 10:06,Gauchito Club,Encendedor,220001
2025-04-25 10:10,Mercedes Sosa,Zona de Promesas (with Gustavo Cerati),238840
2025-04-25 10:14,Conociendo Rusia,Se Me Hizo Tarde,237636
2025-04-25 10:18,Cruzando El Charco,Volver a Nacer,214651
2025-04-25 10:21,Los Pericos,Complicado Y Aturdido,228253
2025-04-25 10:24,El Kuelgue,Carta Para No Llorar,178577
2025-04-25 10:28,Manuel Medrano,Bajo El Agua,225838
2025-04-25 10:29,Maná,Bendita Tu Luz,29226
2025-04-25 10:29,Usted Señalemelo,Agua Marfil,12997
2025-04-25 10:33,Maná,Bendita Tu Luz,263880
2025-04-25 10:38,Usted Señalemelo,Agua Marfil,251854
2025-04-25 10:39,Abel Pintos,Motivos,81547
2025-04-25 10:39,Manu Chao,Me Gustas Tu,3562
2025-04-25 10:42,WOS,ARRANCÁRMELO,183547
2025-04-25 10:43,Zoe Gotusso,Un Bossa +,86000
2025-04-25 10:47,Jorge Drexler,Todo se transforma,217146
2025-04-25 10:52,El Kuelgue,Bossa & People,302741
2025-04-25 10:56,Árbol,El Fantasma,237800
2025-04-25 11:02,Nonpalidece,Dame Luz,342079
2025-04-25 11:14,Salvapantallas,Como Eran las Cosas,17414
2025-04-25 19:23,Capital Cities,Safe and Sound,192789
2025-04-25 19:26,Jason Mraz,Lucky,189613
2025-04-25 19:30,The Lumineers,Angela,201785
2025-04-25 19:34,Lukas Graham,7 Years,237300
2025-04-25 19:38,Coldplay,Viva La Vida,242373
2025-04-25 19:43,Coldplay,The Scientist,309600
2025-04-25 19:47,James Blunt,Stay the Night,216333
2025-04-25 19:50,James Blunt,You're Beautiful,209493
2025-04-25 19:54,Shag Rock,Champagne,205973
2025-04-25 19:57,Ruth B.,Dandelions,233720
2025-04-25 20:01,The Kooks,Naive,203506
2025-04-25 20:04,Vance Joy,Riptide,204280
2025-04-25 20:07,Tai Verdes,AOK,173640
2025-04-25 20:10,Corella,Bloom,153822
2025-04-25 20:13,George Ezra,Budapest,200733
2025-04-25 20:17,Plain White T's,Hey There Delilah,232533
2025-04-25 20:20,Gnarls Barkley,Crazy,177933
2025-04-25 20:24,The Lumineers,Boots Of Spanish Leather,260737
2025-04-25 22:04,Salvapantallas,Como Eran las Cosas,118462
2025-04-25 22:08,Intoxicados,Un Secreto,212333
2025-04-25 22:12,Intoxicados,Se Fue Al Cielo,225813
2025-04-25 22:14,Viejas Locas,Una Piba Como Vos,143533
2025-04-25 22:18,Viejas Locas,¿Qué Vas A Hacer Tan Sola Hoy?,248693
2025-04-25 22:20,Viejas Locas,Una Piba Como Vos,143533
2025-04-25 22:24,Intoxicados,Quieren Rock,224400
2025-04-25 22:28,Intoxicados,Don Electrón,212480
2025-04-25 22:32,Intoxicados,Fuiste lo mejor,269011
2025-04-25 22:36,Viejas Locas,Muévete nena,231383
2025-04-25 22:40,Intoxicados,Religión,238000
2025-04-25 22:41,Intoxicados,Jaime Marron,48907
2025-04-25 22:45,Viejas Locas,Bailando en el infierno,272065
2025-04-25 22:54,Intoxicados,El Rey,496879
2025-04-25 22:58,Viejas Locas,Perdóname mi amor,240944
2025-04-25 23:02,Viejas Locas,Guacho caracú,202985
2025-04-25 23:06,Intoxicados,Nunca quise,260371
2025-04-25 23:10,Viejas Locas,Ya no miento,258946
2025-04-25 23:16,Intoxicados,De La Guitarra,312760
2025-04-25 23:21,Intoxicados,Mayonesa,253493
2025-04-25 23:25,Intoxicados,Pila Pila,266320
2025-04-25 23:31,Intoxicados,Reggae Para Los Amigos,296666
2025-04-25 23:31,Viejas Locas,¿Qué Vas A Hacer Tan Sola Hoy?,7621
2025-04-25 23:34,Intoxicados,De A Ratitos,194213
2025-04-25 23:40,Intoxicados,Del Mar,318853
2025-04-26 17:22,Viejas Locas,Lo Artesanal,279290
2025-04-26 17:38,Kapanga,El Mono Relojero,85788
2025-04-28 01:12,Boza,Hecha Pa' Mi,20371
2025-04-28 01:39,Leo Maslíah,Zanguango,101440
2025-04-28 21:20,Callejeros,Un Lugar Perfecto,179746
2025-04-28 21:24,Los Tipitos,Campanas en la noche,239557
2025-04-28 21:28,Guasones,Tan Distintos,247419
2025-04-28 21:32,Los Piojos,Tan Solo,240013
2025-04-28 21:36,Coti,50 Horas,213600
2025-04-28 21:39,Andrés Calamaro,Cuando no estás,202822
2025-04-28 21:45,Intoxicados,De La Guitarra,312760
2025-04-28 21:48,La Vela Puerca,El Viejo (En Vivo),195866
2025-04-28 21:52,Intoxicados,Se Fue Al Cielo,225813
2025-04-28 21:55,Los Abuelos De La Nada,Tristeza De La Ciudad,215013
2025-04-28 22:00,La Beriso,Madrugada,281920
2025-04-28 22:03,Andrés Calamaro,El salmón,167360
2025-04-28 22:07,La Vela Puerca,Zafar,262000
2025-04-28 22:11,Bersuit Vergarabat,Mi Caramelo - Live In Buenos Aires / 2001,209893
2025-04-28 22:15,La Vela Puerca,Va A Escampar,281533
2025-04-28 22:19,Catupecu Machu,Magia Veneno,238573
2025-04-28 22:23,Viejas Locas,Me Gustas Mucho,199933
2025-04-28 22:26,La Beriso,No Me Olvides,205386
2025-04-28 22:30,Los Enanitos Verdes,Lamento Boliviano,223146
2025-04-28 22:34,La Renga,El Revelde,224266
2025-04-28 22:44,Intoxicados,El Rey,636533
2025-04-28 22:50,Los Abuelos De La Nada,No Te Enamores Nunca De Aquel Marinero Bengalí,348226
2025-04-28 22:54,Callejeros,Rocanroles Sin Destino,240373
2025-04-28 22:57,Gustavo Cerati,Deja Vu,204920
2025-04-28 23:00,Los Tipitos,Brujería,182079
2025-04-28 23:06,La Vela Puerca,Clarobscuro,308666
2025-04-28 23:09,Estelares,El Corazon Sobre Todo,230211
2025-04-28 23:14,Soda Stereo,Persiana Americana - Remasterizado 2007,292266
2025-04-28 23:18,La Vela Puerca,De Atar,244160
2025-04-28 23:23,Callejeros,Creo,289760
2025-04-28 23:26,La Vela Puerca,El Viejo,187066
2025-04-28 23:30,Mancha De Rolando,Chino,202360
2025-04-28 23:34,La Vela Puerca,Llenos De Magia,232093
2025-04-28 23:39,Patricio Rey y sus Redonditos de Ricota,Ji Ji Ji,334600
2025-04-28 23:43,La Vela Puerca,De Atar,244160
2025-04-28 23:48,Pier,La ilusión que me condena (en vivo),300184
2025-04-28 23:51,Andrés Calamaro,Todo lo demás también,170866
2025-04-29 01:19,La Renga,La Razón Que Te Demora,155160
2025-04-29 01:39,Hillsong en Español,Cubierto Por Las Aguas (Me Levantaré),46000
2025-04-29 08:59,Hillsong en Español,Cubierto Por Las Aguas (Me Levantaré),19401
2025-04-29 09:00,Hillsong en Español,Mi Todo,2965
2025-04-29 09:06,Ratones Paranoicos,Sigue Girando - En Vivo,356037
2025-04-29 09:09,La Vela Puerca,El Viejo,187066
2025-04-29 09:13,Los Piojos,Ruleta,256386
2025-04-29 09:18,Los Caballeros De La Quema,Fulanos de Nadie,271930
2025-04-29 09:24,Rata Blanca,Mujer Amante,363120
2025-04-29 09:29,La Vela Puerca,Dice,306200
2025-04-29 09:35,Patricio Rey y sus Redonditos de Ricota,Ji Ji Ji,334600
2025-04-29 09:39,Callejeros,9 de Julio,226746
2025-04-29 09:42,Los Abuelos De La Nada,Tristeza De La Ciudad,215013
2025-04-29 09:47,Callejeros,Creo,289760
2025-04-29 09:51,Ciro y los Persas,Astros,252818
2025-04-29 09:51,Los Caballeros De La Quema,Avanti Morocha,2790
2025-04-29 09:55,La Renga,El Revelde,224266
2025-04-29 10:01,Soda Stereo,Signos - Remasterizado 2007,315346
2025-04-29 10:05,La Vela Puerca,Para No Verme Más,245986
2025-04-29 10:08,Los Abuelos De La Nada,Mil Horas - 1994 Remastered Version,167213
2025-04-29 10:13,Ciro y los Persas,Me Gusta,289654
2025-04-29 10:17,Los Abuelos De La Nada,Hombre Lobo,219120
2025-04-29 10:21,Andrés Calamaro,No se puede vivir del amor,261253
2025-04-29 10:24,Gustavo Cerati,Deja Vu,204920
2025-04-29 10:25,Blues Motel,Es Hora de Volverlo a Hacer,25543
2025-04-29 10:27,Virus,Wadu Wadu,155666
2025-04-29 10:31,La Beriso,No Me Olvides,205386
2025-04-29 10:34,La Vela Puerca,Por La Ciudad,182666
2025-04-29 10:37,Ciro y los Persas,Tan Solo - Antes - Ferro 2014 en Vivo,192358
2025-04-29 10:41,Andrés Calamaro,Cuando no estás,202822
2025-04-29 10:42,Pier,Sacrificio y Rock N' Roll,91521
2025-04-29 10:59,Patricio Rey y sus Redonditos de Ricota,Un Poco de Amor Francés,117771
2025-04-29 11:11,The Kooks,Stole Away - Demo,173355
2025-04-29 11:16,The Kooks,Sweet Emotion,308569
2025-04-29 11:19,The Kooks,Compass Will Fracture,192133
2025-04-29 11:22,The Kooks,Junk Of The Heart (Happy),187253
2025-04-29 11:26,The Kooks,Is It Me,210453
2025-04-29 11:29,The Kooks,Naive,203506
2025-04-29 11:40,The Kooks,Around Town,34195
2025-04-29 11:52,The Kooks,Around Town,216517
2025-04-29 11:56,The Kooks,Watching The Ships Roll In,201160
2025-04-29 11:58,The Kooks,Constantine's Love - Studio Demo,158880
2025-04-29 12:01,The Kooks,Jesse James,173973
2025-04-29 12:05,The Kooks,So Good Looking,203285
2025-04-29 12:06,The Kooks,Oasis,113426
2025-04-29 12:10,The Kooks,She Moves In Her Own Way,169306
2025-04-29 12:13,The Kooks,Cold Heart - Single Edit,210893
2025-04-29 12:17,The Kooks,Connection,225733
2025-04-29 12:20,The Kooks,Killing Me,205026
2025-04-29 12:24,The Kooks,Rosie,190960
2025-04-29 12:27,The Kooks,Bad Habit,221413
2025-04-29 12:31,The Kooks,Four Leaf Clover,203081
2025-04-29 12:34,The Kooks,Sunny Baby,199040
2025-04-29 12:37,The Kooks,Pamela,184699
2025-04-29 12:40,The Kooks,Jeanie,161632
2025-04-29 12:44,The Kooks,Closer,220933
2025-04-29 12:46,The Kooks,Never Know,175120
2025-04-29 12:50,The Kooks,Naive,188424
2025-04-29 12:52,The Kooks,Always Where I Need To Be,161720
2025-04-29 12:56,The Kooks,Gap,239960
2025-04-29 13:00,The Kooks,Chicken Bone,225001
2025-04-29 13:04,The Kooks,Ooh La,208973
2025-04-29 13:07,The Kooks,See Me Now,181026
2025-04-29 13:09,The Kooks,Nothing Ever Changes,135253
2025-04-29 13:13,The Kooks,Forgive & Forget,237248
2025-04-29 13:25,The Kooks,Sway,60399
2025-04-29 13:29,The Kooks,Sway,156485
2025-04-29 13:32,The Kooks,Pumped Up Kicks - BBC Live Version,202283
2025-04-29 13:36,The Kooks,25,223893
2025-04-29 14:00,The Kooks,Sofa Song,20994
2025-04-29 18:20,The Kooks,Sofa Song,112280
2025-04-29 18:27,The Kooks,All the Time,246736
2025-04-29 18:30,The Kooks,How'd You Like That,194908
2025-04-29 18:33,The Kooks,Taking Pictures Of You,161982
2025-04-29 18:37,filous,Hey Love,228916
2025-04-29 18:40,The Kooks,Shine On,194240
2025-04-29 18:43,The Kooks,See The Sun,216426
2025-04-29 18:47,The Kooks,Westside,210193
2025-04-29 18:51,The Kooks,No Pressure,216617
2025-04-29 18:53,The Kooks,Melody Maker,144593
2025-04-29 18:56,The Kooks,Beautiful World,183586
2025-04-29 18:59,The Kooks,Jackie Big Tits,152586
2025-04-29 19:03,The Kooks,Be Who You Are,234693
2025-04-29 19:06,The Kooks,Mr. Maker,180880
2025-04-29 19:08,The Kooks,Seaside,99226
2025-04-29 19:13,The Kooks,One Last Time,158320
2025-04-29 19:18,Two Door Cinema Club,Sun,187720
2025-04-29 19:23,Arctic Monkeys,Mardy Bum,175440
2025-04-29 19:27,The Strokes,Reptilia,219826
2025-04-29 19:29,Catfish and the Bottlemen,Kathleen,160886
2025-04-29 19:33,Jake Bugg,Two Fingers,195986
2025-04-29 19:36,The Kooks,I Want You,192910
2025-04-29 19:40,Phoenix,Lisztomania,241640
2025-04-29 20:00,Arctic Monkeys,No Buses,114451
2025-04-30 09:05,Arctic Monkeys,No Buses,84010
2025-04-30 09:08,The Reytons,Harrison Lesser,194999
2025-04-30 09:11,Catfish and the Bottlemen,Twice,196946
2025-04-30 09:13,Jake Bugg,Me And You,132694
2025-04-30 09:15,Goodboys,Bongo Cha Cha Cha,113127
2025-04-30 09:19,Disko Junkie,Just The Two Of Us - Radio Mix,198000
2025-04-30 09:25,CA7RIEL & Paco Amoroso,DUMBAI,148253
2025-04-30 09:25,Gorux,Could You Be Loved (Remix),10021
2025-04-30 09:28,Bruno Borlone,Estamos Bien - Remix,174000
2025-04-30 09:32,Bruno Borlone,Brick House - Original Mix,193880
2025-04-30 09:34,Bruno Borlone,Butakera Bootleg,150000
2025-04-30 09:38,Discotron,September - Nu Disco Mix,225000
2025-04-30 09:40,Bruno Borlone,Alright,112843
2025-04-30 09:42,Bruno Borlone,Chica De Humo Get Funky,144776
2025-04-30 09:45,Lo' Pibitos,Yastá,192841
2025-04-30 09:49,Lo' Pibitos,Anda Corriendo el Rumor,208765
2025-04-30 09:52,Guaynaa,Rebota Bootleg,212200
2025-04-30 09:54,Rawayana,Váyanse Todos A Mamá,101638
2025-04-30 09:57,Adam Bü,Twist and Shout,163026
2025-04-30 10:00,Rawayana,Laberinto - Bosq Remix,208740
2025-04-30 10:04,Illya Kuryaki & The Valderramas,Coolo,247120
2025-04-30 10:06,DEGrande,Stay Live,113389
2025-04-30 10:08,Bruno Borlone,Mil Horas,126786
2025-04-30 10:13,Bruno Borlone,La Canción Bootleg,245489
2025-04-30 10:15,CA7RIEL & Paco Amoroso,"LA QUE PUEDE, PUEDE",154890
2025-04-30 10:18,De La Rivera,Súbete a Mi Disco,3116
2025-04-30 10:18,Fatboy Slim,Praise You (Purple Disco Machine Remix) - Mixed,150892
2025-04-30 10:21,Yann Muller,Englishman In New York,169142
2025-04-30 10:23,Bruno Borlone,Dance Crip - Remix,126338
2025-04-30 10:26,Bruno Borlone,Ay Cariño - Remix,224854
2025-04-30 10:30,Illya Kuryaki & The Valderramas,Ula Ula,243893
2025-04-30 10:32,Bruno Borlone,Blanco Bootleg,118413
2025-04-30 10:37,Rawayana,Funky Fiesta,260299
2025-04-30 10:40,Fontane,QUÉ LE PASA?!,179393
2025-04-30 10:44,Bruno Borlone,Chica Eléctrica,224000
2025-04-30 10:47,Nicki Nicole,Wapo Traketero,181000
2025-04-30 10:51,Lo' Pibitos,La Rubia Tarada,264046
2025-04-30 11:04,Illya Kuryaki & The Valderramas,Jennifer Del Estero,140411
2025-04-30 16:17,Illya Kuryaki & The Valderramas,Jennifer Del Estero,156526
2025-04-30 16:21,CA7RIEL & Paco Amoroso,EL ÚNICO,152022
2025-04-30 16:25,Papanegro,Wokman,189746
2025-04-30 16:55,Bruno Borlone,Es Hora del Dancing Machine,127547
2025-04-30 21:20,Bruno Borlone,Es Hora del Dancing Machine,2657
2025-04-30 21:25,Illya Kuryaki & The Valderramas,Another One Bites The Dust / Otro Muerde El Polvo,296066
2025-04-30 21:29,Bruno Borlone,Fiesta Funk,209230
2025-04-30 21:32,Bruno Borlone,Buyaka - Remix,184813
2025-04-30 21:34,Bruno Borlone,Mil Horas,126786
2025-04-30 21:35,Bruno Borlone,Es Hora del Dancing Machine,11608
2025-04-30 21:35,Bruno Borlone,Fiesta Funk,2426
2025-04-30 21:35,Bruno Borlone,Mil Horas,920
2025-04-30 21:35,Illya Kuryaki & The Valderramas,Another One Bites The Dust / Otro Muerde El Polvo,2397
2025-04-30 21:35,Bruno Borlone,Buyaka - Remix,1675
2025-04-30 21:35,CA7RIEL & Paco Amoroso,EL DÍA DEL AMIGO,39283
2025-04-30 21:35,Papanegro,Wokman,4429
2025-04-30 21:38,Illya Kuryaki & The Valderramas,Jennifer Del Estero,791
2025-04-30 21:38,Bruno Borlone,Chica Eléctrica,1083
2025-04-30 21:38,De La Rivera,Súbete a Mi Disco,274
2025-04-30 21:38,Bruno Borlone,Mil Horas,1086
2025-04-30 21:38,Bruno Borlone,Mil Horas,1165
2025-04-30 21:38,Bruno Borlone,Mil Horas,637
2025-04-30 21:38,Bruno Borlone,Dance Crip - Remix,770
2025-04-30 21:38,Bruno Borlone,Blanco Bootleg,213
2025-04-30 21:38,Illya Kuryaki & The Valderramas,Ula Ula,623
2025-04-30 21:38,Lo' Pibitos,La Rubia Tarada,1234
2025-04-30 21:38,Fontane,QUÉ LE PASA?!,258
2025-04-30 21:38,CA7RIEL & Paco Amoroso,"LA QUE PUEDE, PUEDE",1232
2025-04-30 21:38,Bruno Borlone,La Canción Bootleg,1161
2025-04-30 21:38,Bruno Borlone,La Canción Bootleg,254
2025-04-30 21:38,Bruno Borlone,La Canción Bootleg,1382
2025-04-30 21:38,CA7RIEL & Paco Amoroso,EL ÚNICO,145660
2025-04-30 21:38,Fatboy Slim,Praise You (Purple Disco Machine Remix) - Mixed,959
2025-04-30 21:38,Nicki Nicole,Wapo Traketero,761
2025-04-30 21:38,Bruno Borlone,Ay Cariño - Remix,1049
2025-04-30 21:38,DEGrande,Stay Live,1147
2025-04-30 21:38,Yann Muller,Englishman In New York,1620
2025-04-30 21:38,Rawayana,Funky Fiesta,1061
2025-04-30 21:41,CA7RIEL & Paco Amoroso,"LA QUE PUEDE, PUEDE",154890
2025-04-30 21:43,Bruno Borlone,Chica Eléctrica,1343
2025-04-30 21:43,De La Rivera,Súbete a Mi Disco,770
2025-04-30 21:43,Bruno Borlone,Dance Crip - Remix,540
2025-04-30 21:43,Bruno Borlone,Blanco Bootleg,394
2025-04-30 21:43,Illya Kuryaki & The Valderramas,Ula Ula,380
2025-04-30 21:43,Lo' Pibitos,La Rubia Tarada,935
2025-04-30 21:43,Fontane,QUÉ LE PASA?!,790
2025-04-30 21:43,Fatboy Slim,Praise You (Purple Disco Machine Remix) - Mixed,136671
2025-04-30 21:43,Nicki Nicole,Wapo Traketero,905
2025-04-30 21:43,Bruno Borlone,Ay Cariño - Remix,409
2025-04-30 21:43,Yann Muller,Englishman In New York,716
2025-04-30 21:43,Rawayana,Funky Fiesta,573
2025-04-30 21:45,Illya Kuryaki & The Valderramas,Jennifer Del Estero,96266
2025-04-30 21:47,Tan Bionica,Tus Horas Mágicas,160013
2025-04-30 21:59,Tan Bionica,La Ensalada,602182
2025-04-30 22:05,Tan Bionica,Pastillitas del Olvido,273440
2025-04-30 22:09,Tan Bionica,Ella,227866
2025-04-30 22:13,Tan Bionica,Chica Biónica,269880
2025-04-30 22:14,Tan Bionica,Vidas Perfectas,2345
2025-04-30 22:14,Tan Bionica,La Manera Que Eligió Para Matarme,32452
2025-04-30 22:27,Tan Bionica,La Suerte Esta Echada,184575
2025-05-01 01:04,Tan Bionica,La Suerte Esta Echada,265546
2025-05-01 01:08,Tan Bionica,Víctimas,239040
2025-05-01 01:11,Tan Bionica,Buenas Noches Otra Vez,180400
2025-05-01 01:15,Tan Bionica,Ciudad Mágica,209520
2025-05-01 01:19,Tan Bionica,Yo Te Espero,217213
2025-05-01 01:23,Tan Bionica,Un Poco Perdido,279480
2025-05-01 01:26,Tan Bionica,Los Mismos Siempre,187453
2025-05-01 01:31,Tan Bionica,La Melodía de Dios,285306
2025-05-01 01:35,Tan Bionica,Hola Mi Vida,211626
2025-05-01 01:40,Tan Bionica,La Ensalada,322426
2025-05-01 01:45,Tan Bionica,Mis Noches de Enero,293946
2025-05-01 01:49,Tan Bionica,Bizarre Love Triangle,231212
2025-05-01 01:54,Tan Bionica,Lunita de Tucumán,336656
2025-05-01 01:58,Tan Bionica,Loca,208813
2025-05-01 02:02,Tan Bionica,Tus Ojos Mil,245546
2025-05-01 02:02,Tan Bionica,La Libertad,6194
2025-05-01 02:29,Tan Bionica,Beautiful,170689
2025-05-02 09:09,Tan Bionica,Beautiful,45790
2025-05-02 09:14,Tan Bionica,Obsesionario en La Mayor,266840
2025-05-02 09:17,Tan Bionica,Hola Noviembre,213760
2025-05-02 09:21,Tan Bionica,Las Cosas Que Pasan,221520
2025-05-02 09:25,Tan Bionica,Mis Madrugaditas,248253
2025-05-02 09:31,Tan Bionica,Música,325240
2025-05-02 09:36,Tan Bionica,Arruinarse - En Vivo En River Plate,349806
2025-05-02 09:40,La Vela Puerca,Llenos De Magia,232093
2025-05-02 09:43,No Te Va Gustar,Ese Maldito Momento,185866
2025-05-02 09:47,Tan Bionica,Mi Vida Secreta,204893
2025-05-02 09:51,El Cuarteto De Nos,Ya No Sé Que Hacer Conmigo,241501
2025-05-02 09:51,Gauchito Club,Vulnerable,13901
2025-05-02 09:51,Los Enanitos Verdes,Mariposas,2753
2025-05-02 09:55,Tan Bionica,Vamonós,2385
2025-05-02 09:55,No Te Va Gustar,Ángel Con Campera,6106
2025-05-02 09:55,Intoxicados,Esta Saliendo El Sol,248600
2025-05-02 09:56,WOS,CONTANDO OVEJAS,1609
2025-05-02 09:59,Gauchito Club,Encendedor,220001
2025-05-02 10:04,La Vela Puerca,Zafar,262000
2025-05-02 10:07,Intoxicados,Don Electrón,212480
2025-05-02 10:07,No Te Va Gustar,Prendido Fuego,5844
2025-05-02 10:21,Tan Bionica,El Color del Ayer,66873
2025-05-02 15:25,Tan Bionica,El Color del Ayer,153786
2025-05-02 15:45,WOS,ALMA DINAMITA,173913
2025-05-02 16:14,Árbol,El Fantasma,63320
2025-05-02 18:40,Árbol,El Fantasma,175760
2025-05-02 18:46,El Cuarteto De Nos,No llora,259840
2025-05-02 18:55,Intoxicados,No Tengo Ganas,311040
2025-05-02 19:12,No Te Va Gustar,A las Nueve,198478
2025-05-02 20:28,No Te Va Gustar,A las Nueve,10173
2025-05-02 20:29,Tan Bionica,Arruinarse,94376
2025-05-02 20:30,WOS,MORFEO,17299
2025-05-02 20:35,Tan Bionica,Arruinarse - En Vivo En River Plate,349806
2025-05-02 20:36,Gauchito Club,Soy débil Sr.,6797
2025-05-02 20:39,WOS,MORFEO,233046
2025-05-02 20:40,Gauchito Club,Soy débil Sr.,4259
2025-05-02 20:44,Mancha De Rolando,Arde la Ciudad,252760
2025-05-02 20:44,No Te Va Gustar,El Error,36417
2025-05-02 20:44,Benjamín Amadeo,Volaré,2655
2025-05-02 20:45,Tan Bionica,Petalos,6342
2025-05-02 20:49,La Vela Puerca,Va A Escampar,281533
2025-05-02 20:53,Viejas Locas,Todo Sigue Igual,214600
2025-05-02 20:56,Intoxicados,De A Ratitos,194213
2025-05-02 21:03,Gauchito Club,Movimiento Astral,259914
2025-05-02 21:18,No Te Va Gustar,Tan Lejos,252542
2025-05-03 00:05,No Te Va Gustar,Tan Lejos,45485
2025-05-03 00:13,Tan Bionica,El Huracán,223773
2025-05-03 00:17,Los Cafres,Casi q' me pierdo,265691
2025-05-03 00:21,El Cuarteto De Nos,Yendo a la Casa de Damián,254106
2025-05-03 00:36,Intoxicados,Volver a Casa,3465
2025-05-03 02:19,Intoxicados,Volver a Casa,224315
2025-05-03 02:22,Bersuit Vergarabat,Cuatro Vientos,186986
2025-05-03 02:35,No Te Va Gustar,Chau,380
2025-05-03 05:21,No Te Va Gustar,Chau,296513
2025-05-03 05:37,Tan Bionica,La Comunidad,26384
2025-05-04 14:37,Tan Bionica,La Comunidad,76783
2025-05-04 14:40,El Kuelgue,Carta Para No Llorar,178577
2025-05-04 14:45,Catupecu Machu,A Veces Vuelvo,266133
2025-05-04 14:50,Andrés Calamaro,Te quiero igual,235560
2025-05-04 14:54,Coti,50 Horas,213600
2025-05-04 14:54,Tan Bionica,La Otra Manera,25669
2025-05-04 14:54,Bersuit Vergarabat,Un Pacto - Live In Buenos Aires / 2001,6426
2025-05-04 15:06,Turf,Pasos Al Costado,256555
2025-05-04 15:06,Las Pastillas del Abuelo,Rompecabezas de Amor,3652
2025-05-04 15:06,Coti,Días,1852
2025-05-04 15:06,Gauchito Club,Onliyu,15529
2025-05-04 15:20,Viejas Locas,Homero,27028
2025-05-05 15:02,Jake Bugg,Two Fingers,195986
2025-05-05 15:05,Duncan Laurence,Arcade,183624
2025-05-05 15:07,Sam Fender,Poundshop Kardashians,159295
2025-05-05 15:12,Coldplay,Yellow,266773
2025-05-05 15:15,Phillip Phillips,"Gone, Gone, Gone",209693
2025-05-05 15:19,Weezer,Island In The Sun,200306
2025-05-05 15:23,Sean Kingston,Beautiful Girls,225373
2025-05-05 15:26,Bruno Mars,Talking to the Moon,217866
2025-05-05 15:32,The Verve,Bitter Sweet Symphony - Remastered 2016,357266
2025-05-05 15:36,Passenger,Let Her Go,252733
2025-05-05 15:38,The Kooks,Seaside,99226
2025-05-05 15:41,Jack Johnson,I Got You,179346
2025-05-05 15:44,Jack Johnson,Good People,208506
2025-05-05 15:47,The Skinner Brothers,PRAWN SOUP,153050
2025-05-05 15:50,Jack Johnson,Better Together,207680
2025-05-05 15:53,Corella,Let On,147360
2025-05-05 15:56,Niall Horan,Slow Hands,188174
2025-05-05 16:00,Jason Mraz,Love Someone,257173
2025-05-05 16:04,Circa Waves,T-Shirt Weather,192120
2025-05-05 16:08,Jason Mraz,I Won't Give Up,240165
2025-05-05 16:12,Coldplay,A Sky Full of Stars,267866
2025-05-05 16:15,Sam Fender,Will We Talk?,162600
2025-05-05 16:19,Yusuf / Cat Stevens,Father And Son,221120
2025-05-05 16:22,The Kooks,Naive,203506
2025-05-05 16:29,Plain White T's,Hey There Delilah,232533
2025-05-05 16:33,Shag Rock,Champagne,205973
2025-05-05 16:35,Corella,Bloom,153822
2025-05-05 16:39,Coldplay,Viva La Vida,242373
2025-05-05 16:42,Jason Mraz,Lucky,181418
2025-05-06 14:20,The Kooks,Jesse James,173973
2025-05-06 14:23,The Kooks,Junk Of The Heart (Happy),186602
2025-05-06 14:26,The Kooks,How'd You Like That,194908
